Mã,Tên công ty,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Năm,Financial_State_Rule,Pass_Ratio,Company_Label
BMP,Nhựa Bình Minh,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,Healthy,1.0,BMP - Nhựa Bình Minh
BRC,Cao su Bến Thành,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,Stable,0.5,BRC - Cao su Bến Thành
BRC,Cao su Bến Thành,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,High_Risk,0.0,BRC - Cao su Bến Thành
BRC,Cao su Bến Thành,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,At_Risk,0.25,BRC - Cao su Bến Thành
BRC,Cao su Bến Thành,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,At_Risk,0.25,BRC - Cao su Bến Thành
BRC,Cao su Bến Thành,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,Healthy,0.75,BRC - Cao su Bến Thành
BTP,Nhiệt điện Bà Rịa,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,Stable,0.5,BTP - Nhiệt điện Bà Rịa
BTP,Nhiệt điện Bà Rịa,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,Stable,0.5,BTP - Nhiệt điện Bà Rịa
BTP,Nhiệt điện Bà Rịa,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,Stable,0.5,BTP - Nhiệt điện Bà Rịa
BTP,Nhiệt điện Bà Rịa,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,Stable,0.5,BTP - Nhiệt điện Bà Rịa
BTP,Nhiệt điện Bà Rịa,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,Stable,0.5,BTP - Nhiệt điện Bà Rịa
BTT,TM - DV Bến Thành,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2020,Stable,0.5,BTT - TM - DV Bến Thành
BTT,TM - DV Bến Thành,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2021,At_Risk,0.25,BTT - TM - DV Bến Thành
BTT,TM - DV Bến Thành,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2022,At_Risk,0.25,BTT - TM - DV Bến Thành
BTT,TM - DV Bến Thành,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2023,Stable,0.5,BTT - TM - DV Bến Thành
BTT,TM - DV Bến Thành,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2024,At_Risk,0.25,BTT - TM - DV Bến Thành
BWE,Nước - Môi trường Bình Dương,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2020,At_Risk,0.25,BWE - Nước - Môi trường Bình Dương
BWE,Nước - Môi trường Bình Dương,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2021,At_Risk,0.25,BWE - Nước - Môi trường Bình Dương
BWE,Nước - Môi trường Bình Dương,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2022,At_Risk,0.25,BWE - Nước - Môi trường Bình Dương
BWE,Nước - Môi trường Bình Dương,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2023,High_Risk,0.0,BWE - Nước - Môi trường Bình Dương
BWE,Nước - Môi trường Bình Dương,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2024,Stable,0.5,BWE - Nước - Môi trường Bình Dương
C32,CIC39,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,Stable,0.5,C32 - CIC39
C32,CIC39,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,Stable,0.5,C32 - CIC39
C32,CIC39,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,At_Risk,0.25,C32 - CIC39
C32,CIC39,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,High_Risk,0.0,C32 - CIC39
C32,CIC39,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,Stable,0.5,C32 - CIC39
C47,Xây dựng 47,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,High_Risk,0.0,C47 - Xây dựng 47
C47,Xây dựng 47,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,High_Risk,0.0,C47 - Xây dựng 47
C47,Xây dựng 47,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,High_Risk,0.0,C47 - Xây dựng 47
C47,Xây dựng 47,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,At_Risk,0.25,C47 - Xây dựng 47
C47,Xây dựng 47,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,High_Risk,0.0,C47 - Xây dựng 47
CAV,Dây cáp điện Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2020,Stable,0.5,CAV - Dây cáp điện Việt Nam
CAV,Dây cáp điện Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2021,At_Risk,0.25,CAV - Dây cáp điện Việt Nam
CAV,Dây cáp điện Việt Nam,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Điện tử & Thiết bị điện,Hàng điện & điện tử,2022,Stable,0.5,CAV - Dây cáp điện Việt Nam
CCI,CIDICO,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2020,Healthy,0.75,CCI - CIDICO
CCI,CIDICO,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2021,At_Risk,0.25,CCI - CIDICO
CCI,CIDICO,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2022,At_Risk,0.25,CCI - CIDICO
CCI,CIDICO,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2023,At_Risk,0.25,CCI - CIDICO
CCI,CIDICO,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2024,At_Risk,0.25,CCI - CIDICO
CDC,Chương Dương Corp,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,High_Risk,0.0,CDC - Chương Dương Corp
CDC,Chương Dương Corp,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,High_Risk,0.0,CDC - Chương Dương Corp
CDC,Chương Dương Corp,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,High_Risk,0.0,CDC - Chương Dương Corp
CDC,Chương Dương Corp,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,High_Risk,0.0,CDC - Chương Dương Corp
CDC,Chương Dương Corp,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,High_Risk,0.0,CDC - Chương Dương Corp
CHP,Thủy điện Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2020,Stable,0.5,CHP - Thủy điện Miền Trung
CHP,Thủy điện Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2021,At_Risk,0.25,CHP - Thủy điện Miền Trung
CHP,Thủy điện Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2022,Stable,0.5,CHP - Thủy điện Miền Trung
CHP,Thủy điện Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,Stable,0.5,CHP - Thủy điện Miền Trung
CHP,Thủy điện Miền Trung,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,Stable,0.5,CHP - Thủy điện Miền Trung
CIG,Xây dựng COMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,High_Risk,0.0,CIG - Xây dựng COMA 18
CIG,Xây dựng COMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,High_Risk,0.0,CIG - Xây dựng COMA 18
CIG,Xây dựng COMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,High_Risk,0.0,CIG - Xây dựng COMA 18
CIG,Xây dựng COMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,High_Risk,0.0,CIG - Xây dựng COMA 18
CIG,Xây dựng COMA 18,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,At_Risk,0.25,CIG - Xây dựng COMA 18
CII,Hạ tầng Kỹ thuật TP.HCM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,High_Risk,0.0,CII - Hạ tầng Kỹ thuật TP.HCM
CII,Hạ tầng Kỹ thuật TP.HCM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,High_Risk,0.0,CII - Hạ tầng Kỹ thuật TP.HCM
CII,Hạ tầng Kỹ thuật TP.HCM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,High_Risk,0.0,CII - Hạ tầng Kỹ thuật TP.HCM
CII,Hạ tầng Kỹ thuật TP.HCM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,High_Risk,0.0,CII - Hạ tầng Kỹ thuật TP.HCM
CII,Hạ tầng Kỹ thuật TP.HCM,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,High_Risk,0.0,CII - Hạ tầng Kỹ thuật TP.HCM
CLC,Thuốc lá Cát Lợi,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá,2020,Healthy,1.0,CLC - Thuốc lá Cát Lợi
CLC,Thuốc lá Cát Lợi,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá,2021,Healthy,1.0,CLC - Thuốc lá Cát Lợi
CLC,Thuốc lá Cát Lợi,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá,2022,Healthy,1.0,CLC - Thuốc lá Cát Lợi
CLC,Thuốc lá Cát Lợi,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá,2023,Healthy,0.75,CLC - Thuốc lá Cát Lợi
CLC,Thuốc lá Cát Lợi,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Thuốc lá,Thuốc lá,2024,Stable,0.5,CLC - Thuốc lá Cát Lợi
CLL,Cảng Cát Lái,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2020,Healthy,0.75,CLL - Cảng Cát Lái
CLL,Cảng Cát Lái,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2021,Healthy,0.75,CLL - Cảng Cát Lái
CLL,Cảng Cát Lái,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2022,Healthy,0.75,CLL - Cảng Cát Lái
CLL,Cảng Cát Lái,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2023,Stable,0.5,CLL - Cảng Cát Lái
CLL,Cảng Cát Lái,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2024,Healthy,0.75,CLL - Cảng Cát Lái
CLW,Cấp nước Chợ Lớn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2020,Healthy,0.75,CLW - Cấp nước Chợ Lớn
CLW,Cấp nước Chợ Lớn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2021,Stable,0.5,CLW - Cấp nước Chợ Lớn
CLW,Cấp nước Chợ Lớn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2022,Stable,0.5,CLW - Cấp nước Chợ Lớn
CLW,Cấp nước Chợ Lớn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2023,Stable,0.5,CLW - Cấp nước Chợ Lớn
CLW,Cấp nước Chợ Lớn,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Nước,2024,Stable,0.5,CLW - Cấp nước Chợ Lớn
CMG,Tập đoàn Công nghệ CMC,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính,2020,,,CMG - Tập đoàn Công nghệ CMC
CMG,Tập đoàn Công nghệ CMC,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính,2021,,,CMG - Tập đoàn Công nghệ CMC
CMG,Tập đoàn Công nghệ CMC,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính,2022,,,CMG - Tập đoàn Công nghệ CMC
CMG,Tập đoàn Công nghệ CMC,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính,2023,,,CMG - Tập đoàn Công nghệ CMC
CMG,Tập đoàn Công nghệ CMC,Công nghệ Thông tin,Công nghệ Thông tin,Phần mềm & Dịch vụ Máy tính,Dịch vụ Máy tính,2024,,,CMG - Tập đoàn Công nghệ CMC
CMV,Thương nghiệp Cà Mau,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2020,Stable,0.5,CMV - Thương nghiệp Cà Mau
CMV,Thương nghiệp Cà Mau,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2021,Healthy,0.75,CMV - Thương nghiệp Cà Mau
CMV,Thương nghiệp Cà Mau,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2022,At_Risk,0.25,CMV - Thương nghiệp Cà Mau
CMV,Thương nghiệp Cà Mau,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2023,At_Risk,0.25,CMV - Thương nghiệp Cà Mau
CMV,Thương nghiệp Cà Mau,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Bán lẻ phức hợp,2024,At_Risk,0.25,CMV - Thương nghiệp Cà Mau
CMX,CAMIMEX Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2020,High_Risk,0.0,CMX - CAMIMEX Group
CMX,CAMIMEX Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2021,At_Risk,0.25,CMX - CAMIMEX Group
CMX,CAMIMEX Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2022,At_Risk,0.25,CMX - CAMIMEX Group
CMX,CAMIMEX Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2023,At_Risk,0.25,CMX - CAMIMEX Group
CMX,CAMIMEX Group,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2024,At_Risk,0.25,CMX - CAMIMEX Group
CNG,CNG Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2020,Stable,0.5,CNG - CNG Việt Nam
CNG,CNG Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2021,Stable,0.5,CNG - CNG Việt Nam
CNG,CNG Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2022,Stable,0.5,CNG - CNG Việt Nam
CNG,CNG Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2023,Healthy,0.75,CNG - CNG Việt Nam
CNG,CNG Việt Nam,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Nước & Khí đốt,Phân phối xăng dầu & khí đốt,2024,Stable,0.5,CNG - CNG Việt Nam
COM,Vật tư Xăng dầu,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2020,Stable,0.5,COM - Vật tư Xăng dầu
COM,Vật tư Xăng dầu,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2021,Stable,0.5,COM - Vật tư Xăng dầu
COM,Vật tư Xăng dầu,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2022,At_Risk,0.25,COM - Vật tư Xăng dầu
COM,Vật tư Xăng dầu,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2023,Healthy,0.75,COM - Vật tư Xăng dầu
COM,Vật tư Xăng dầu,Dịch vụ Tiêu dùng,Bán lẻ,Bán lẻ,Phân phối hàng chuyên dụng,2024,Stable,0.5,COM - Vật tư Xăng dầu
CRC,Create Capital Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,At_Risk,0.25,CRC - Create Capital Việt Nam
CRC,Create Capital Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,At_Risk,0.25,CRC - Create Capital Việt Nam
CRC,Create Capital Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,At_Risk,0.25,CRC - Create Capital Việt Nam
CRC,Create Capital Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,High_Risk,0.0,CRC - Create Capital Việt Nam
CRC,Create Capital Việt Nam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,At_Risk,0.25,CRC - Create Capital Việt Nam
CSM,Cao su Miền Nam,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,2020,At_Risk,0.25,CSM - Cao su Miền Nam
CSM,Cao su Miền Nam,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,2021,At_Risk,0.25,CSM - Cao su Miền Nam
CSM,Cao su Miền Nam,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,2022,At_Risk,0.25,CSM - Cao su Miền Nam
CSM,Cao su Miền Nam,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,2023,At_Risk,0.25,CSM - Cao su Miền Nam
CSM,Cao su Miền Nam,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Lốp xe,2024,At_Risk,0.25,CSM - Cao su Miền Nam
CSV,Hóa chất Cơ bản miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2020,Healthy,0.75,CSV - Hóa chất Cơ bản miền Nam
CSV,Hóa chất Cơ bản miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2021,Stable,0.5,CSV - Hóa chất Cơ bản miền Nam
CSV,Hóa chất Cơ bản miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2022,Healthy,0.75,CSV - Hóa chất Cơ bản miền Nam
CSV,Hóa chất Cơ bản miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2023,Stable,0.5,CSV - Hóa chất Cơ bản miền Nam
CSV,Hóa chất Cơ bản miền Nam,Nguyên vật liệu,Hóa chất,Hóa chất,"Sản phẩm hóa dầu, Nông dược & Hóa chất khác",2024,Healthy,0.75,CSV - Hóa chất Cơ bản miền Nam
CTD,Xây dựng Coteccons,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,Stable,0.5,CTD - Xây dựng Coteccons
CTD,Xây dựng Coteccons,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,At_Risk,0.25,CTD - Xây dựng Coteccons
CTD,Xây dựng Coteccons,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,At_Risk,0.25,CTD - Xây dựng Coteccons
CTD,Xây dựng Coteccons,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,At_Risk,0.25,CTD - Xây dựng Coteccons
CTD,Xây dựng Coteccons,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,At_Risk,0.25,CTD - Xây dựng Coteccons
CTF,City Auto,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2020,At_Risk,0.25,CTF - City Auto
CTF,City Auto,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2021,At_Risk,0.25,CTF - City Auto
CTF,City Auto,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2022,Stable,0.5,CTF - City Auto
CTF,City Auto,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2023,At_Risk,0.25,CTF - City Auto
CTF,City Auto,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2024,Stable,0.5,CTF - City Auto
CTI,Cường Thuận IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,High_Risk,0.0,CTI - Cường Thuận IDICO
CTI,Cường Thuận IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,High_Risk,0.0,CTI - Cường Thuận IDICO
CTI,Cường Thuận IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,High_Risk,0.0,CTI - Cường Thuận IDICO
CTI,Cường Thuận IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,At_Risk,0.25,CTI - Cường Thuận IDICO
