Mã,Tên công ty,Ngành ICB - cấp 1,Ngành ICB - cấp 2,Ngành ICB - cấp 3,Ngành ICB - cấp 4,Năm,Selected_Size_Indicator,Size_Label
GIL,XNK Bình Thạnh,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2020,ln_Total_Assets,Medium
GIL,XNK Bình Thạnh,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2021,ln_Total_Assets,Large
GIL,XNK Bình Thạnh,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2022,ln_Total_Assets,Medium
GIL,XNK Bình Thạnh,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2023,ln_Total_Assets,Medium
GIL,XNK Bình Thạnh,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2024,ln_Total_Assets,Medium
GMC,Garmex Sài Gòn,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2020,ln_Total_Assets,Small
GMC,Garmex Sài Gòn,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2021,ln_Total_Assets,Small
GMC,Garmex Sài Gòn,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2022,ln_Total_Assets,Small
GMD,Gemadept,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2020,ln_Revenue,Large
GMD,Gemadept,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2021,ln_Revenue,Large
GMD,Gemadept,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2022,ln_Revenue,Large
GMD,Gemadept,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2023,ln_Revenue,Large
GMD,Gemadept,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2024,ln_Revenue,Large
GMH,Minh Hưng Quảng Trị,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,ln_Revenue,Small
GMH,Minh Hưng Quảng Trị,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,ln_Revenue,Small
GMH,Minh Hưng Quảng Trị,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,ln_Revenue,Small
GMH,Minh Hưng Quảng Trị,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,ln_Revenue,Small
GMH,Minh Hưng Quảng Trị,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,ln_Revenue,Small
GSP,Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2020,ln_Revenue,Large
GSP,Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2021,ln_Revenue,Medium
GSP,Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2022,ln_Revenue,Medium
GSP,Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2023,ln_Revenue,Medium
GSP,Vận tải Sản phẩm Khí Quốc tế,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2024,ln_Revenue,Large
GTA,Gỗ Thuận An,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2020,ln_Total_Assets,Small
GTA,Gỗ Thuận An,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2021,ln_Total_Assets,Small
GTA,Gỗ Thuận An,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2022,ln_Total_Assets,Small
GTA,Gỗ Thuận An,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2023,ln_Total_Assets,Small
GTA,Gỗ Thuận An,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Lâm sản và Chế biến gỗ,2024,ln_Total_Assets,Small
GVR,Tập đoàn CN Cao su VN,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,ln_Total_Assets,Large
GVR,Tập đoàn CN Cao su VN,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,ln_Total_Assets,Large
GVR,Tập đoàn CN Cao su VN,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,ln_Total_Assets,Large
GVR,Tập đoàn CN Cao su VN,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,ln_Total_Assets,Large
GVR,Tập đoàn CN Cao su VN,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,ln_Total_Assets,Large
HAG,Hoàng Anh Gia Lai,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2020,ln_Total_Assets,Large
HAG,Hoàng Anh Gia Lai,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2021,ln_Total_Assets,Large
HAG,Hoàng Anh Gia Lai,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2022,ln_Total_Assets,Large
HAG,Hoàng Anh Gia Lai,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2023,ln_Total_Assets,Large
HAG,Hoàng Anh Gia Lai,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2024,ln_Total_Assets,Large
HAH,Vận tải và Xếp dỡ Hải An,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2020,ln_Revenue,Medium
HAH,Vận tải và Xếp dỡ Hải An,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2021,ln_Revenue,Large
HAH,Vận tải và Xếp dỡ Hải An,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2022,ln_Revenue,Large
HAH,Vận tải và Xếp dỡ Hải An,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2023,ln_Revenue,Large
HAH,Vận tải và Xếp dỡ Hải An,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,"Kho bãi, hậu cần và bảo dưỡng",2024,ln_Revenue,Large
HAP,Tập đoàn Hapaco,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2020,ln_Total_Assets,Small
HAP,Tập đoàn Hapaco,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2021,ln_Total_Assets,Small
HAP,Tập đoàn Hapaco,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2022,ln_Total_Assets,Medium
HAP,Tập đoàn Hapaco,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2023,ln_Total_Assets,Medium
HAP,Tập đoàn Hapaco,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2024,ln_Total_Assets,Medium
HAS,Hacisco,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Small
HAS,Hacisco,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Small
HAS,Hacisco,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Small
HAS,Hacisco,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Small
HAS,Hacisco,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Small
HAX,Ô tô Hàng Xanh,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2020,ln_Total_Assets,Small
HAX,Ô tô Hàng Xanh,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2021,ln_Total_Assets,Small
HAX,Ô tô Hàng Xanh,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2022,ln_Total_Assets,Medium
HAX,Ô tô Hàng Xanh,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2023,ln_Total_Assets,Medium
HAX,Ô tô Hàng Xanh,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2024,ln_Total_Assets,Medium
HBC,Tập đoàn Xây dựng Hòa Bình,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Large
HBC,Tập đoàn Xây dựng Hòa Bình,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Large
HBC,Tập đoàn Xây dựng Hòa Bình,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Large
HCD,SX và Thương mại HCD,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,ln_Total_Assets,Small
HCD,SX và Thương mại HCD,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,ln_Total_Assets,Small
HCD,SX và Thương mại HCD,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,ln_Total_Assets,Small
HCD,SX và Thương mại HCD,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,ln_Total_Assets,Small
HCD,SX và Thương mại HCD,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,ln_Total_Assets,Small
HHP,Giấy Hoàng Hà Hải Phòng,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2020,ln_Total_Assets,Small
HHP,Giấy Hoàng Hà Hải Phòng,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2021,ln_Total_Assets,Small
HHP,Giấy Hoàng Hà Hải Phòng,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2022,ln_Total_Assets,Small
HHP,HHP Global,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2023,ln_Total_Assets,Medium
HHP,HHP Global,Nguyên vật liệu,Tài nguyên Cơ bản,Lâm nghiệp và Giấy,Sản xuất giấy,2024,ln_Total_Assets,Medium
HHS,Đầu tư DV Hoàng Huy,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2020,ln_Total_Assets,Large
HHS,Đầu tư DV Hoàng Huy,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2021,ln_Total_Assets,Large
HHS,Đầu tư DV Hoàng Huy,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2022,ln_Total_Assets,Large
HHS,Đầu tư DV Hoàng Huy,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2023,ln_Total_Assets,Large
HHS,Đầu tư DV Hoàng Huy,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2024,ln_Total_Assets,Large
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Medium
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Large
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Large
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Large
HHV,Đầu tư Hạ tầng Giao thông Đèo Cả,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Large
HID,Halcom Vietnam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Small
HID,Halcom Vietnam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Small
HID,Halcom Vietnam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Small
HID,Halcom Vietnam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Small
HID,Halcom Vietnam,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Small
HII,An Tiến Industries,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,ln_Total_Assets,Medium
HII,An Tiến Industries,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,ln_Total_Assets,Medium
HII,An Tiến Industries,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,ln_Total_Assets,Medium
HII,An Tiến Industries,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,ln_Total_Assets,Medium
HII,An Tiến Industries,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,ln_Total_Assets,Medium
HMC,Kim khí TP.HCM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,ln_Total_Assets,Small
HMC,Kim khí TP.HCM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,ln_Total_Assets,Medium
HMC,Kim khí TP.HCM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,ln_Total_Assets,Medium
HMC,Kim khí TP.HCM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2023,ln_Total_Assets,Medium
HMC,Kim khí TP.HCM,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2024,ln_Total_Assets,Medium
HNA,Thủy điện Hủa Na,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2023,ln_Total_Assets,Large
HNA,Thủy điện Hủa Na,Tiện ích Cộng đồng,"Điện, nước & xăng dầu khí đốt",Sản xuất & Phân phối Điện,Sản xuất & Phân phối Điện,2024,ln_Total_Assets,Large
HNG,Nông nghiệp Quốc tế HAGL,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2020,ln_Total_Assets,Large
HNG,Nông nghiệp Quốc tế HAGL,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2021,ln_Total_Assets,Large
HNG,Nông nghiệp Quốc tế HAGL,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Nuôi trồng nông & hải sản,2022,ln_Total_Assets,Large
HPG,Hòa Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,ln_Total_Assets,Large
HPG,Hòa Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,ln_Total_Assets,Large
HPG,Hòa Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,ln_Total_Assets,Large
HPG,Hòa Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2023,ln_Total_Assets,Large
HPG,Hòa Phát,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2024,ln_Total_Assets,Large
HRC,Cao su Hòa Bình,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2020,ln_Total_Assets,Medium
HRC,Cao su Hòa Bình,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2021,ln_Total_Assets,Small
HRC,Cao su Hòa Bình,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2022,ln_Total_Assets,Small
HRC,Cao su Hòa Bình,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2023,ln_Total_Assets,Small
HRC,Cao su Hòa Bình,Nguyên vật liệu,Hóa chất,Hóa chất,"Nhựa, cao su & sợi",2024,ln_Total_Assets,Small
HSG,Tập đoàn Hoa Sen,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2020,ln_Total_Assets,Large
HSG,Tập đoàn Hoa Sen,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2021,ln_Total_Assets,Large
HSG,Tập đoàn Hoa Sen,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2022,ln_Total_Assets,Large
HSG,Tập đoàn Hoa Sen,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2023,ln_Total_Assets,Large
HSG,Tập đoàn Hoa Sen,Nguyên vật liệu,Tài nguyên Cơ bản,Kim loại,Thép và sản phẩm thép,2024,ln_Total_Assets,Large
HSL,Thực phẩm Hồng Hà,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2020,ln_Total_Assets,Small
HSL,Thực phẩm Hồng Hà,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2021,ln_Total_Assets,Small
HSL,Thực phẩm Hồng Hà,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2022,ln_Total_Assets,Small
HSL,Thực phẩm Hồng Hà,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2023,ln_Total_Assets,Small
HSL,Thực phẩm Hồng Hà,Hàng Tiêu dùng,Thực phẩm và đồ uống,Sản xuất thực phẩm,Thực phẩm,2024,ln_Total_Assets,Small
HT1,VICEM Hà Tiên,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2020,ln_Revenue,Large
HT1,VICEM Hà Tiên,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2021,ln_Revenue,Large
HT1,VICEM Hà Tiên,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2022,ln_Revenue,Large
HT1,VICEM Hà Tiên,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2023,ln_Revenue,Large
HT1,VICEM Hà Tiên,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Vật liệu xây dựng & Nội thất,2024,ln_Revenue,Large
HTG,Dệt may Hòa Thọ,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2023,ln_Total_Assets,Medium
HTG,Dệt may Hòa Thọ,Hàng Tiêu dùng,Hàng cá nhân & Gia dụng,Hàng cá nhân,Hàng May mặc,2024,ln_Total_Assets,Medium
HTI,PT Hạ tầng IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Small
HTI,PT Hạ tầng IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Small
HTI,PT Hạ tầng IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Small
HTI,PT Hạ tầng IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2023,ln_Revenue,Small
HTI,PT Hạ tầng IDICO,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2024,ln_Revenue,Small
HTL,Ô tô Trường Long,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2020,ln_Total_Assets,Small
HTL,Ô tô Trường Long,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2021,ln_Total_Assets,Small
HTL,Ô tô Trường Long,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2022,ln_Total_Assets,Small
HTL,Ô tô Trường Long,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2023,ln_Total_Assets,Small
HTL,Ô tô Trường Long,Hàng Tiêu dùng,Ô tô và phụ tùng,Ô tô và phụ tùng,Sản xuất ô tô,2024,ln_Total_Assets,Small
HTV,Logistics Vicem,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2020,ln_Revenue,Small
HTV,Logistics Vicem,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2021,ln_Revenue,Small
HTV,Logistics Vicem,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2022,ln_Revenue,Small
HTV,Logistics Vicem,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2023,ln_Revenue,Small
HTV,Logistics Vicem,Công nghiệp,Hàng & Dịch vụ Công nghiệp,Vận tải,Vận tải Thủy,2024,ln_Revenue,Small
HU1,Xây dựng HUD1,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2020,ln_Revenue,Small
HU1,Xây dựng HUD1,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2021,ln_Revenue,Medium
HU1,Xây dựng HUD1,Công nghiệp,Xây dựng và Vật liệu,Xây dựng và Vật liệu,Xây dựng,2022,ln_Revenue,Small
